scientificName,scientificNameAuthorship,scientificNameLabel,family,vernacularName,disperser,species_origin,seed_length_mm,seed_width_mm,treatment,experiment,germination_setup,germination_state,germination_date,germination_time,damaged_seed,seedling_length_mm
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Petri dish,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Petri dish,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,yes,6/4/18,43,no,0
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,yes,6/4/18,43,no,0
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,yes,6/4/18,43,no,0
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,yes,6/4/18,43,no,0
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,yes,6/4/18,43,no,0
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,yes,6/4/18,43,no,0
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,yes,6/4/18,43,no,0
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.49,0.35,control,Semi-closed,4/23/18,no,n/a,n/a,yes,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,5/28/18,22,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,5/28/18,22,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,5/28/18,22,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,6/4/18,29,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,6/4/18,29,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,6/4/18,29,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,6/4/18,29,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,yes,6/4/18,29,NI,10
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,yes,6/4/18,29,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,yes,6/4/18,29,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,yes,6/4/18,29,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,yes,6/4/18,29,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,yes,6/4/18,29,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,5/7/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,yes,8/3/18,61,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,yes,8/3/18,61,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Petri dish,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/3/18,61,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/3/18,61,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/15/18,73,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,yes,8/27/18,85,NI,0
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Semi-closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
ficus_trichoclada,Baker,Ficus trichoclada,moraceae,nonoka_kcf,microcebus_jollyae,native,1.35,0.91,defecated,Closed,6/4/18,no,n/a,n/a,NI,n/a
